Date,Time,Action,Description,Location,Agency,Service Type,Product,Amount,Balance
Jan-20-2025,08:51 PM,Sales,Pass Missing Tap Fare,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Jan-20-2025,06:04 PM,Usage,Pass Use On Entry,114 Street & 87 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-20-2025,08:56 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-20-2025,08:41 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-19-2025,09:45 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-19-2025,09:27 PM,Usage,Pass Use On Entry,119 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-19-2025,05:54 PM,Usage,Pass Use On Exit,124 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-19-2025,05:48 PM,Usage,Pass Use On Entry,108 Street & Jasper Avenue Nearside,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-19-2025,05:43 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-19-2025,05:35 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-19-2025,04:35 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-19-2025,04:22 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-19-2025,04:22 PM,Sales,Pass Missing Tap Fare,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Jan-19-2025,08:40 AM,Usage,Pass Use On Entry,Central Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-18-2025,05:38 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-18-2025,05:19 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-18-2025,05:16 PM,Usage,Pass Use On Exit,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-18-2025,05:10 PM,Usage,Pass Use On Entry,102 Street Stop,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-18-2025,09:01 AM,Usage,Pass Use On Exit,101 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-18-2025,08:43 AM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-17-2025,09:21 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,09:08 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,09:06 PM,Usage,Pass Use On Exit,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,09:04 PM,Usage,Pass Use On Entry,102 Street Stop,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,05:45 PM,Usage,Pass Use On Exit,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,05:39 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,03:31 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,03:08 PM,Usage,Pass Use On Entry,Health Sciences Jubilee Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,08:22 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-17-2025,08:10 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-16-2025,05:18 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-16-2025,05:03 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-16-2025,10:16 AM,Usage,ABT Card Use Event,66 Street & 158 Avenue,Edmonton Transit Service,ETS Local,,,
Jan-16-2025,10:03 AM,Usage,ABT Card Use Event,66 Street & 158 Avenue,Edmonton Transit Service,ETS Local,,,
Jan-15-2025,08:56 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-15-2025,08:39 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-15-2025,02:11 AM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay G,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-15-2025,01:51 AM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-14-2025,07:07 PM,Usage,Pass Use On Exit,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-14-2025,06:51 PM,Usage,Pass Use On Entry,100 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-14-2025,04:45 PM,Usage,Pass Use On Exit,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-14-2025,04:40 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-14-2025,02:16 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-14-2025,02:00 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-14-2025,09:02 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-14-2025,08:41 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-13-2025,06:47 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-13-2025,06:35 PM,Usage,Pass Use On Entry,Government Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-13-2025,08:48 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-13-2025,08:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-12-2025,08:37 AM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-12-2025,08:08 AM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-11-2025,11:04 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-11-2025,10:38 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-11-2025,01:54 PM,Usage,Pass Use On Exit,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-11-2025,01:51 PM,Usage,Pass Use On Entry,112 Street & 84 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-11-2025,01:25 PM,Usage,Pass Use On Exit,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-11-2025,01:21 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-11-2025,01:17 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-11-2025,12:57 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-10-2025,03:21 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-10-2025,03:07 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-10-2025,08:36 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-10-2025,08:20 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-09-2025,06:33 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-09-2025,06:28 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-09-2025,02:15 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-09-2025,01:57 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-08-2025,07:52 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-08-2025,07:42 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-08-2025,07:41 PM,Usage,Pass Use On Exit,109 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-08-2025,07:37 PM,Usage,Pass Use On Entry,119 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-08-2025,04:46 PM,Usage,Pass Use On Exit,118 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-08-2025,04:39 PM,Usage,Pass Use On Entry,108 Street & Jasper Avenue Nearside,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-08-2025,03:31 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-08-2025,03:13 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-08-2025,08:47 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-08-2025,08:32 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-07-2025,06:57 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-07-2025,06:43 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-07-2025,04:50 PM,Usage,Pass Use On Exit,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-07-2025,04:44 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-07-2025,02:16 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-07-2025,02:02 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-07-2025,09:16 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-07-2025,08:58 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-06-2025,06:56 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-06-2025,06:40 PM,Usage,Pass Use On Entry,Government Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-06-2025,08:48 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-06-2025,08:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-05-2025,07:55 AM,Usage,Pass Use On Exit,75 Street & 83 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-05-2025,07:49 AM,Usage,Pass Use On Entry,101 Street & 82 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-05-2025,07:36 AM,Usage,Pass Use On Exit,101 Street & 82 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-05-2025,07:28 AM,Usage,Pass Use On Entry,101 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-05-2025,07:23 AM,Usage,Pass Use On Exit,100 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-05-2025,07:09 AM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-04-2025,07:50 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-04-2025,07:37 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-04-2025,07:33 PM,Usage,Pass Use On Exit,100 Street & Jasper Avenue,Strathcona County Transit,SCT Commuter,U-Pass UofA Winter,,
Jan-04-2025,07:09 PM,Usage,Pass Use On Entry,Bethel Transit Terminal,Strathcona County Transit,SCT Commuter,U-Pass UofA Winter,,
Jan-04-2025,08:09 AM,Usage,Pass Use On Exit,Bethel Transit Terminal,Strathcona County Transit,SCT Commuter,U-Pass UofA Winter,,
Jan-04-2025,07:49 AM,Usage,Pass Use On Entry,100 Street & Jasper Avenue,Strathcona County Transit,SCT Commuter,U-Pass UofA Winter,,
Jan-04-2025,07:11 AM,Usage,Pass Use On Exit,Central Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-04-2025,07:04 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-03-2025,07:57 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-03-2025,07:21 PM,Usage,Pass Use On Entry,South Campus Ft Edmonton Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-02-2025,06:26 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-02-2025,06:16 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-02-2025,04:28 PM,Usage,Pass Use On Exit,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-02-2025,04:21 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Dec-31-2024,08:05 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-31-2024,07:49 PM,Usage,Pass Use On Entry,Central Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-31-2024,07:45 PM,Usage,Pass Use On Exit,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-31-2024,07:24 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-31-2024,06:50 PM,Usage,ABT Card Use Event,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,,,
Dec-31-2024,06:44 PM,Usage,ABT Card Use Event,106 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,,,
Dec-31-2024,06:43 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-31-2024,06:30 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-31-2024,12:23 PM,Usage,Pass Use On Exit,124 Street & 103 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-31-2024,12:17 PM,Usage,Pass Use On Entry,124 Street & 111 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-31-2024,12:17 PM,Sales,Pass Missing Tap Fare,124 Street & 111 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Dec-31-2024,11:52 AM,Usage,Pass Use On Entry,Stadium Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-29-2024,11:47 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-29-2024,11:26 PM,Usage,Pass Use On Entry,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-29-2024,01:02 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-29-2024,12:51 PM,Usage,Pass Use On Entry,109 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-29-2024,12:41 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-29-2024,12:33 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-28-2024,06:49 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-28-2024,06:32 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-28-2024,06:31 PM,Usage,Pass Use On Exit,107 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-28-2024,06:00 PM,Usage,Pass Use On Entry,West Edmonton Mall Transit Centre Bay C,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-28-2024,04:09 PM,Usage,Pass Use On Exit,West Edmonton Mall Transit Centre Bay C,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-28-2024,03:38 PM,Usage,Pass Use On Entry,109 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-28-2024,03:26 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-28-2024,03:12 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-27-2024,08:58 AM,Usage,Pass Use On Exit,142 Street & 101A Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-27-2024,08:27 AM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-26-2024,09:18 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-26-2024,09:02 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-26-2024,09:01 PM,Usage,Pass Use On Exit,107 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-26-2024,08:46 PM,Usage,Pass Use On Entry,St Georges Crescent & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-26-2024,03:12 PM,Usage,Pass Use On Exit,Westmount Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-26-2024,02:52 PM,Usage,Pass Use On Entry,86 Street & 112 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-25-2024,10:08 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-25-2024,09:45 PM,Usage,Pass Use On Entry,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-25-2024,12:26 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-25-2024,12:10 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-24-2024,11:10 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-24-2024,10:49 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-24-2024,10:49 PM,Sales,Pass Missing Tap Fare,137 Street & 102 Avenue,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,$0.00,
Dec-22-2024,07:36 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-22-2024,07:36 PM,Sales,Pass Missing Tap Fare,Stadium Station,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Dec-21-2024,08:46 AM,Usage,Pass Use On Entry,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-20-2024,05:10 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-20-2024,04:53 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-20-2024,11:20 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-20-2024,11:04 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-19-2024,05:09 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-19-2024,04:55 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-19-2024,12:40 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-19-2024,12:26 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-17-2024,06:48 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-17-2024,06:35 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-17-2024,12:29 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-17-2024,12:12 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-16-2024,03:07 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-16-2024,02:47 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-16-2024,01:20 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-16-2024,01:05 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-16-2024,12:42 AM,Usage,Pass Use On Exit,82 Street & 115 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-16-2024,12:19 AM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-15-2024,09:33 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-15-2024,09:23 PM,Usage,Pass Use On Entry,109 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-15-2024,09:12 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-15-2024,09:03 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-14-2024,05:20 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-14-2024,05:01 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-14-2024,03:18 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-14-2024,03:04 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-13-2024,05:19 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-13-2024,05:03 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-12-2024,09:38 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-12-2024,09:17 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-12-2024,08:31 AM,Usage,Pass Use On Exit,Health Sciences Jubilee Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-12-2024,08:16 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-11-2024,06:44 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Dec-11-2024,04:56 PM,Usage,Pass Use On Entry,169 Street & Stony Plain Road,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-11-2024,04:39 PM,Usage,Pass Use On Exit,Jasper Place Transit Centre Bay I,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-11-2024,04:21 PM,Usage,Pass Use On Entry,135 Street & 107 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-11-2024,11:59 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-11-2024,11:45 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-10-2024,10:36 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-10-2024,10:15 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-09-2024,02:25 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-09-2024,02:07 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
